ID: F
Metadata: (strobe,) start of orbit, start of packet, end of packet, valid

      Link              016                    017                    018                    019                    020                    021                    022                    023                    024                    025                    026                    027                    028                    029                    030                    031                    032                    033                    034                    035                    036                    037                    038                    039                    040                    041                    042                    043                    044                    045                    046                    047                    048                    049                    050                    051                    052                    053                    054                    055                    056                    057                    058                    059                    060                    061                    062                    063                    064                    065                    066                    067                    068                    069                    070                    071                    072                    073                    074                    075                    076                    077                    078                    079                    080                    081                    082                    083                    084                    085                    086                    087                    088                    089                    090                    091                    092                    093                    094                    095                    096                    097                    098                    099                    100                    101                    102                    103                    104                    105                    106                    107                    108                    109                    110                    111        
Frame 0888    0001 a68d000000000152  0001 a68d000000015fc9  0001 a68d00000000b665  0001 a68d000000005df0  0001 a68d00000000383c  0001 a68d000000002b8f  0001 a68d000000000152  0001 a68d000000149dfd  0001 a68d0000009f95dd  0001 a68d000000a3aa32  0001 a68d0000012a2670  0001 a68d00037e1bdab1  0001 a68d000269bedb62  0001 a68d0007fee4a172  0001 a68d0003fff7fed4  0001 a68d000000000000  0001 a68d000000000001  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a  0001 a68d000b0015802a
Frame 0889    0001 a6ad40000000003e  0001 a6ad4000000031c9  0001 a6ad4000000031c9  0001 a6ad400000001bfb  0001 a6ad400000000000  0001 a6ad400000000636  0001 a6ad40000000003e  0001 a6ad40000001f146  0001 a6ad400000076aae  0001 a6ad4000001d9322  0001 a6ad400000779315  0001 a6ad40000c64286c  0001 a6ad40008cea1d38  0001 a6ad4008ff50b133  0001 a6ad4003ffe00000  0001 a6ad400000000000  0001 a6ad400000000001  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d  0001 a6ad400bc017002d
Frame 0890    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
Frame 0891    0001 a6cd80000000006f  0001 a6cd800000004bdd  0001 a6cd80000000351f  0001 a6cd800000002070  0001 a6cd800000000c4b  0001 a6cd800000000954  0001 a6cd80000000006f  0001 a6cd800000018912  0001 a6cd800000181354  0001 a6cd8000003d10fe  0001 a6cd8000009054bf  0001 a6cd80005b3d2240  0001 a6cd80019011d20e  0001 a6cd8008bd01a0d9  0001 a6cd8003fff7a000  0001 a6cd800000000000  0001 a6cd800000000001  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003  0001 a6cd800140020003
Frame 0892    0001 a6edc00000000071  0001 a6edc000000055d4  0001 a6edc00000001c0c  0001 a6edc000000009d1  0001 a6edc00000000f21  0001 a6edc00000000a95  0001 a6edc00000000071  0001 a6edc00000087581  0001 a6edc000003ce095  0001 a6edc000001cd4c9  0001 a6edc000007336d1  0001 a6edc001eafaafdb  0001 a6edc0004f22a48d  0001 a6edc004eb12a45d  0001 a6edc003fff7ff44  0001 a6edc00000000000  0001 a6edc00000000001  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006  0001 a6edc00200038006
Frame 0893    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
Frame 0894    0001 a70e00000000004c  0001 a70e000000003818  0001 a70e00000000291d  0001 a70e000000001903  0001 a70e000000000167  0001 a70e0000000006e6  0001 a70e00000000004c  0001 a70e00000002043c  0001 a70e0000001402c0  0001 a70e00000016216b  0001 a70e00000075c723  0001 a70e000057ead9b2  0001 a70e0000470f11f9  0001 a70e0007debc009f  0001 a70e0003ffe7c000  0001 a70e000000000000  0001 a70e000000000001  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c  0001 a70e00038006800c
Frame 0895    0001 a72e4000000000a2  0001 a72e40000000bcb7  0001 a72e400000009e72  0001 a72e400000005970  0001 a72e400000000d05  0001 a72e400000001799  0001 a72e4000000000a2  0001 a72e400000110871  0001 a72e4000002dff36  0001 a72e40000054f0ed  0001 a72e400001a35886  0001 a72e4000d091070e  0001 a72e40013241bba1  0001 a72e401d2117be70  0001 a72e4003fff7de40  0001 a72e400000000000  0001 a72e400000000001  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f  0001 a72e40044008000f
Frame 0896    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
Frame 0897    0001 a74e800000000005  0001 a74e80000000020d  0001 a74e8000000000ad  0001 a74e800000000000  0001 a74e8000000000e9  0001 a74e80000000003f  0001 a74e800000000005  0001 a74e800000000497  0001 a74e800000010323  0001 a74e80000000066b  0001 a74e800000016a7e  0001 a74e800004991495  0001 a74e80000000a92f  0001 a74e8000082b2376  0001 a74e800002450000  0001 a74e800000000000  0001 a74e800000000001  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015  0001 a74e8005c00b0015
Frame 0898    0001 a76ec000000000f1  0001 a76ec0000000fbc3  0001 a76ec0000000a8d6  0001 a76ec00000003695  0001 a76ec000000022db  0001 a76ec00000001f0b  0001 a76ec000000000f1  0001 a76ec0000008fa7f  0001 a76ec000006cc28c  0001 a76ec000014febda  0001 a76ec000020b253f  0001 a76ec002a5252c14  0001 a76ec00e33acc976  0001 a76ec022778027d5  0001 a76ec003fff5ebfa  0001 a76ec00000000000  0001 a76ec00000000001  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018  0001 a76ec006800c8018
